Age,Attrition,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
40,No,Research & Development,8,Life Sciences,1,1552,4,Male,72,3,2,4,Divorced,4069,8841,Yes,18,3,3,80,8,3,2,2
45,No,Research & Development,1,Technical Degree,1,1553,1,Male,66,3,3,2,Divorced,7441,20933,No,12,3,1,80,10,3,10,7
35,No,Sales,28,Life Sciences,1,1554,2,Female,98,2,1,3,Married,2430,26204,No,23,4,1,80,6,3,5,4
32,No,Research & Development,5,Life Sciences,1,1555,4,Female,67,2,2,2,Married,5878,15624,No,12,3,1,80,12,3,7,2
36,No,Sales,2,Life Sciences,1,1556,3,Male,70,3,1,4,Single,2644,17001,Yes,21,4,4,80,7,2,3,1
48,No,Sales,16,Life Sciences,1,1557,3,Female,96,3,2,3,Divorced,6439,13693,No,14,3,3,80,18,3,8,7
29,No,Research & Development,9,Life Sciences,1,1558,3,Male,91,4,1,3,Married,2451,22376,No,18,3,1,80,5,2,1,0
33,No,Sales,8,Life Sciences,1,1560,1,Male,46,3,2,1,Married,6392,10589,No,13,3,4,80,8,1,2,2
30,Yes,Sales,1,Life Sciences,1,1562,2,Male,64,2,2,1,Married,9714,5323,No,11,3,4,80,10,3,10,6
38,No,Human Resources,10,Human Resources,1,1563,3,Male,71,3,2,3,Married,6077,14814,No,11,3,3,80,10,3,6,1
35,No,Research & Development,1,Medical,1,1564,4,Male,68,2,1,1,Single,2450,21731,No,19,3,2,80,3,3,3,1
30,No,Sales,29,Technical Degree,1,1568,3,Male,33,3,3,2,Married,9250,17799,No,12,3,2,80,9,3,4,1
35,Yes,Research & Development,2,Life Sciences,1,1569,1,Female,69,3,1,1,Divorced,2074,26619,Yes,12,3,4,80,1,3,1,0
53,Yes,Research & Development,2,Technical Degree,1,1572,3,Female,78,2,3,4,Married,10169,14618,No,16,3,2,80,34,3,33,1
38,Yes,Research & Development,2,Medical,1,1573,3,Male,81,3,2,2,Married,4855,7653,No,11,3,1,80,7,3,5,1
32,No,Research & Development,1,Technical Degree,1,1574,4,Male,62,3,2,1,Married,4087,25174,No,14,3,2,80,9,2,6,1
48,No,Research & Development,15,Other,1,1576,3,Female,65,3,1,1,Married,2367,16530,No,12,3,4,80,10,2,8,7
34,No,Research & Development,7,Medical,1,1577,1,Male,35,3,1,4,Single,2972,22061,No,13,3,3,80,1,1,1,0
55,No,Sales,26,Marketing,1,1578,3,Male,60,2,5,4,Married,19586,23037,No,21,4,3,80,36,3,36,2
34,No,Research & Development,1,Life Sciences,1,1580,2,Male,45,3,2,4,Married,5484,13008,No,17,3,2,80,9,2,2,2
26,No,Research & Development,3,Life Sciences,1,1581,1,Female,89,3,1,4,Married,2061,11133,No,21,4,1,80,1,3,1,0
38,No,Sales,14,Life Sciences,1,1582,3,Male,80,3,2,2,Married,9924,12355,No,11,3,4,80,10,3,9,7
38,No,Sales,16,Life Sciences,1,1583,2,Female,90,3,2,2,Single,4198,16379,No,12,3,2,80,8,4,3,1
36,No,Sales,1,Life Sciences,1,1585,2,Female,73,3,2,3,Single,6815,21447,No,13,3,1,80,15,3,1,0
29,No,Research & Development,3,Medical,1,1586,2,Male,87,3,1,1,Single,4723,16213,Yes,18,3,4,80,10,3,10,1
35,No,Research & Development,10,Medical,1,1587,1,Female,51,3,2,3,Single,6142,4223,Yes,16,3,3,80,10,3,5,0
39,No,Sales,6,Medical,1,1588,4,Male,38,4,3,3,Married,8237,4658,No,11,3,1,80,11,3,7,7
29,No,Research & Development,2,Life Sciences,1,1590,1,Male,87,3,2,4,Divorced,8853,24483,No,19,3,4,80,6,4,6,1
50,No,Sales,9,Marketing,1,1591,3,Male,59,3,5,3,Married,19331,19519,Yes,16,3,3,80,27,3,1,0
23,No,Research & Development,10,Technical Degree,1,1592,4,Male,45,4,1,3,Married,2073,12826,No,16,3,4,80,4,3,2,2
36,No,Research & Development,6,Life Sciences,1,1594,1,Male,80,4,2,1,Married,5562,19711,Yes,13,3,4,80,9,3,3,0
42,No,Research & Development,9,Other,1,1595,4,Male,93,2,5,4,Single,19613,26362,No,22,4,4,80,24,3,1,0
35,No,Research & Development,28,Life Sciences,1,1596,2,Male,46,4,2,3,Married,3407,25348,No,17,3,4,80,10,2,10,6
34,No,Research & Development,10,Technical Degree,1,1597,4,Male,92,2,2,3,Married,5063,15332,No,14,3,2,80,8,2,8,7
40,No,Sales,14,Life Sciences,1,1598,4,Female,84,3,2,1,Married,4639,11262,No,15,3,3,80,5,3,5,1
43,No,Research & Development,27,Technical Degree,1,1599,4,Male,87,4,1,2,Divorced,4876,5855,No,12,3,3,80,8,3,6,0
35,No,Research & Development,7,Life Sciences,1,1601,3,Male,63,2,1,4,Married,2690,7713,No,18,3,4,80,1,2,1,0
46,No,Sales,1,Life Sciences,1,1602,4,Male,56,4,4,1,Single,17567,3156,No,15,3,2,80,27,1,26,0
28,Yes,Research & Development,24,Medical,1,1604,3,Male,51,3,1,2,Married,2408,7324,Yes,17,3,3,80,1,3,1,0
22,No,Research & Development,26,Other,1,1605,2,Female,85,2,1,3,Married,2814,10293,Yes,14,3,2,80,4,2,4,1
50,No,Research & Development,20,Medical,1,1606,2,Male,41,3,4,3,Married,11245,20689,Yes,15,3,3,80,32,3,30,12
32,No,Research & Development,5,Other,1,1607,2,Female,35,4,1,4,Married,3312,18783,No,17,3,4,80,6,3,3,0
44,No,Research & Development,7,Medical,1,1608,2,Female,31,3,5,4,Divorced,19049,3549,Yes,14,3,4,80,23,2,22,1
30,No,Research & Development,7,Medical,1,1609,2,Male,48,2,1,2,Married,2141,5348,No,12,3,2,80,6,2,6,1
45,No,Research & Development,5,Medical,1,1611,3,Female,50,1,2,1,Single,5769,23447,Yes,14,3,1,80,10,3,10,1
45,No,Sales,26,Marketing,1,1612,1,Male,52,2,2,1,Married,4385,24162,No,15,3,1,80,10,3,10,4
31,No,Sales,2,Other,1,1613,4,Male,54,3,2,1,Single,5332,21602,No,13,3,4,80,10,3,5,0
36,No,Research & Development,12,Life Sciences,1,1614,3,Female,76,3,2,3,Married,4663,12421,Yes,12,3,2,80,7,3,3,1
34,No,Research & Development,10,Life Sciences,1,1615,3,Male,42,4,2,4,Divorced,4724,17000,No,13,3,1,80,9,3,9,7
49,No,Research & Development,25,Life Sciences,1,1617,3,Female,84,3,1,1,Married,3211,22102,No,14,3,4,80,10,2,9,1
39,No,Research & Development,10,Medical,1,1618,2,Male,76,3,2,1,Married,5377,3835,No,13,3,4,80,10,3,7,7
27,No,Research & Development,19,Other,1,1619,4,Male,67,2,1,1,Divorced,4066,16290,No,11,3,1,80,7,3,7,0
35,No,Research & Development,18,Life Sciences,1,1621,2,Male,48,4,2,1,Married,5208,26312,No,11,3,4,80,16,3,16,1
28,No,Research & Development,27,Medical,1,1622,2,Female,39,1,2,1,Divorced,4877,20460,No,21,4,2,80,6,2,5,0
21,No,Research & Development,5,Medical,1,1623,3,Male,97,3,1,4,Single,3117,26009,No,18,3,3,80,3,3,2,2
18,Yes,Sales,3,Medical,1,1624,2,Female,70,3,1,4,Single,1569,18420,Yes,12,3,3,80,0,4,0,0
47,No,Human Resources,26,Life Sciences,1,1625,4,Female,98,3,5,3,Married,19658,5220,No,11,3,3,80,27,3,5,1
39,No,Research & Development,3,Medical,1,1627,3,Male,76,2,2,3,Divorced,3069,10302,No,15,3,4,80,11,3,10,0
40,No,Research & Development,15,Life Sciences,1,1628,1,Female,80,2,3,3,Married,10435,25800,No,13,3,4,80,18,3,18,14
35,No,Research & Development,8,Life Sciences,1,1630,3,Female,52,3,2,3,Married,4148,12250,No,12,3,4,80,15,3,14,2
37,No,Research & Development,19,Life Sciences,1,1631,3,Male,85,3,2,3,Married,5768,26493,No,17,3,1,80,9,2,4,0
39,No,Research & Development,4,Medical,1,1633,1,Female,81,3,2,3,Single,5042,3140,No,13,3,4,80,10,1,9,3
45,No,Research & Development,2,Other,1,1635,4,Female,59,2,2,4,Divorced,5770,5388,No,19,3,1,80,10,3,10,3
38,No,Research & Development,2,Medical,1,1638,4,Female,54,2,3,3,Married,7756,14199,Yes,19,3,4,80,10,4,5,0
35,Yes,Sales,10,Medical,1,1639,4,Male,55,2,3,1,Married,10306,21530,No,17,3,3,80,15,3,13,6
37,No,Research & Development,10,Medical,1,1640,2,Female,71,3,1,2,Married,3936,9953,No,11,3,1,80,8,1,8,7
40,No,Research & Development,16,Life Sciences,1,1641,3,Female,84,3,3,4,Single,7945,19948,Yes,15,3,4,80,18,2,4,3
44,No,Human Resources,1,Human Resources,1,1642,1,Male,37,3,2,4,Married,5743,10503,Yes,11,3,3,80,14,3,10,0
48,No,Research & Development,4,Medical,1,1644,3,Male,89,2,4,4,Married,15202,5602,No,25,4,2,80,23,3,2,2
35,Yes,Sales,15,Medical,1,1645,1,Male,59,1,2,4,Divorced,5440,22098,Yes,14,3,4,80,7,2,2,2
24,No,Research & Development,2,Technical Degree,1,1646,1,Female,32,3,1,4,Single,3760,17218,Yes,13,3,3,80,6,3,6,1
27,No,Research & Development,8,Medical,1,1647,2,Female,86,4,1,3,Married,3517,22490,No,17,3,1,80,5,3,3,0
27,No,Research & Development,2,Medical,1,1648,4,Male,87,3,1,4,Single,2580,6297,No,13,3,3,80,6,2,4,1
40,Yes,Research & Development,7,Life Sciences,1,1649,1,Male,73,3,1,1,Single,2166,3339,Yes,14,3,2,80,10,1,4,0
29,No,Sales,10,Medical,1,1650,3,Male,42,2,2,3,Single,5869,23413,No,11,3,3,80,8,3,5,1
36,No,Research & Development,5,Life Sciences,1,1651,2,Female,42,3,3,1,Married,8008,22792,No,12,3,3,80,9,3,3,0
25,No,Research & Development,2,Life Sciences,1,1653,4,Male,77,4,2,3,Divorced,5206,4973,No,17,3,3,80,7,3,7,0
39,No,Research & Development,12,Medical,1,1654,4,Male,66,3,2,2,Married,5295,7693,No,21,4,3,80,7,3,5,1
49,No,Research & Development,22,Other,1,1655,1,Female,72,3,4,2,Married,16413,3498,No,16,3,2,80,27,3,4,1
50,No,Research & Development,17,Life Sciences,1,1656,4,Female,50,2,3,1,Divorced,13269,21981,No,15,3,3,80,19,3,14,1
20,No,Sales,2,Medical,1,1657,3,Female,31,3,1,3,Single,2783,13251,No,19,3,1,80,2,3,2,2
34,No,Research & Development,3,Life Sciences,1,1658,4,Female,66,3,2,2,Divorced,5433,19332,No,12,3,3,80,11,3,11,7
36,No,Research & Development,7,Life Sciences,1,1659,1,Male,77,3,1,2,Single,2013,10950,No,11,3,3,80,15,3,4,1
49,No,Research & Development,6,Life Sciences,1,1661,3,Female,41,2,4,3,Married,13966,11652,Yes,19,3,2,80,30,3,15,2
36,No,Research & Development,1,Medical,1,1662,4,Female,33,2,2,3,Married,4374,15411,No,15,3,3,80,4,3,3,1
36,No,Research & Development,3,Life Sciences,1,1664,4,Male,79,4,2,1,Divorced,6842,26308,No,20,4,1,80,13,3,5,0
54,No,Research & Development,22,Medical,1,1665,2,Female,91,3,4,3,Married,17426,18685,No,25,4,3,80,36,3,10,4
43,No,Research & Development,15,Life Sciences,1,1666,3,Male,65,2,4,3,Married,17603,3525,No,24,4,1,80,14,3,14,6
35,Yes,Sales,12,Other,1,1667,4,Male,36,3,2,4,Single,4581,10414,Yes,24,4,1,80,13,4,11,6
38,No,Research & Development,1,Life Sciences,1,1668,4,Male,90,3,2,4,Married,4735,9867,No,15,3,4,80,19,4,13,2
29,No,Sales,5,Medical,1,1669,1,Male,43,2,2,2,Divorced,4187,3356,Yes,13,3,2,80,10,2,10,0
33,No,Sales,2,Medical,1,1670,4,Male,93,3,2,4,Divorced,5505,3921,No,14,3,3,80,6,3,6,0
32,No,Research & Development,2,Medical,1,1671,4,Male,45,3,2,2,Divorced,5470,25518,No,13,3,3,80,10,2,9,1
31,No,Sales,5,Life Sciences,1,1673,1,Female,67,3,2,4,Married,5476,22589,No,11,3,1,80,10,3,10,0
49,No,Research & Development,16,Medical,1,1674,4,Female,74,3,1,1,Divorced,2587,24941,Yes,16,3,2,80,17,2,2,2
38,No,Research & Development,2,Medical,1,1675,4,Female,42,2,1,2,Single,2440,23826,No,22,4,2,80,4,3,4,3
47,No,Sales,2,Life Sciences,1,1676,2,Female,47,4,4,2,Divorced,15972,21086,No,14,3,3,80,29,3,3,1
49,No,Research & Development,1,Life Sciences,1,1677,3,Male,36,3,4,3,Single,15379,22384,No,14,3,1,80,23,3,8,0
41,No,Sales,23,Life Sciences,1,1678,4,Male,80,3,3,3,Single,7082,11591,Yes,16,3,4,80,21,3,2,0
20,No,Sales,9,Life Sciences,1,1680,4,Male,54,3,1,1,Single,2728,21082,No,11,3,1,80,2,3,2,0
33,No,Sales,16,Life Sciences,1,1681,3,Female,36,3,2,4,Divorced,5368,16130,Yes,25,4,3,80,7,3,6,1
36,No,Research & Development,26,Life Sciences,1,1682,1,Male,80,3,2,3,Married,5347,7419,No,14,3,2,80,10,2,3,0
44,No,Human Resources,1,Life Sciences,1,1683,3,Female,44,3,1,4,Divorced,3195,4167,Yes,18,3,1,80,8,3,2,2
23,Yes,Research & Development,8,Medical,1,1684,4,Male,93,2,1,3,Single,3989,20586,Yes,11,3,1,80,5,3,5,1
38,No,Research & Development,4,Medical,1,1687,4,Female,87,3,1,3,Married,3306,26176,No,19,3,4,80,7,2,0,0
53,No,Research & Development,24,Medical,1,1689,2,Male,48,4,3,4,Married,7005,3458,No,15,3,3,80,11,3,4,1
48,Yes,Sales,7,Medical,1,1691,4,Female,95,3,1,3,Married,2655,11740,Yes,11,3,3,80,19,3,9,7
32,Yes,Research & Development,2,Life Sciences,1,1692,4,Male,95,3,1,2,Single,1393,24852,No,12,3,1,80,1,3,1,0
26,No,Research & Development,7,Medical,1,1693,4,Male,76,3,1,4,Single,2570,11925,No,20,4,3,80,7,3,7,5
55,No,Research & Development,22,Technical Degree,1,1694,1,Male,94,2,1,2,Divorced,3537,23737,No,12,3,4,80,8,3,4,1
34,No,Research & Development,5,Medical,1,1696,2,Male,57,2,2,4,Married,3986,11912,No,14,3,3,80,15,4,15,4
60,No,Research & Development,1,Medical,1,1697,3,Male,92,1,3,4,Divorced,10883,20467,No,20,4,3,80,19,4,1,0
33,No,Research & Development,21,Medical,1,1698,2,Male,79,4,1,2,Married,2028,13637,No,18,3,4,80,14,3,14,2
37,No,Sales,1,Medical,1,1700,3,Male,31,1,2,4,Divorced,9525,7677,No,14,3,3,80,6,2,6,1
34,No,Research & Development,19,Life Sciences,1,1701,2,Female,35,2,1,4,Married,2929,20338,No,12,3,2,80,10,3,10,8
23,Yes,Sales,7,Life Sciences,1,1702,3,Male,99,3,1,4,Divorced,2275,25103,Yes,21,4,2,80,3,3,3,0
44,No,Research & Development,2,Life Sciences,1,1703,3,Female,96,4,3,4,Married,7879,14810,Yes,19,3,2,80,9,3,8,6
35,No,Research & Development,2,Medical,1,1704,1,Male,79,2,1,4,Single,4930,13970,Yes,14,3,3,80,6,4,5,1
43,No,Sales,2,Medical,1,1706,4,Male,73,3,2,4,Married,7847,6069,Yes,17,3,1,80,10,3,10,8
24,No,Research & Development,9,Medical,1,1707,3,Male,62,4,1,3,Married,4401,17616,No,16,3,4,80,5,3,5,0
41,No,Sales,6,Marketing,1,1708,4,Male,35,3,3,3,Single,9241,15869,No,12,3,2,80,10,3,10,8
29,No,Research & Development,9,Medical,1,1709,4,Female,43,3,1,3,Married,2974,25412,No,17,3,3,80,9,3,5,1
36,No,Sales,2,Life Sciences,1,1710,3,Female,51,3,2,4,Single,4502,7439,No,15,3,3,80,17,2,13,6
45,No,Research & Development,1,Life Sciences,1,1712,3,Male,74,2,3,3,Married,10748,3395,No,23,4,4,80,25,2,23,14
24,Yes,Human Resources,22,Human Resources,1,1714,4,Male,58,1,1,3,Married,1555,11585,No,11,3,3,80,1,3,1,0
47,Yes,Sales,9,Life Sciences,1,1716,3,Male,82,1,4,3,Married,12936,24164,No,11,3,3,80,25,1,23,14
26,No,Research & Development,17,Medical,1,1718,4,Male,62,1,1,3,Married,2305,6217,No,15,3,3,80,3,4,3,0
45,No,Research & Development,28,Technical Degree,1,1719,4,Female,48,2,4,2,Single,16704,17119,No,11,3,3,80,21,3,21,8
32,No,Research & Development,10,Life Sciences,1,1720,1,Male,56,3,1,3,Married,3433,17360,No,13,3,1,80,10,2,5,1
31,No,Research & Development,2,Life Sciences,1,1721,2,Male,69,3,1,3,Married,3477,18103,No,14,3,4,80,6,4,5,0
41,No,Human Resources,4,Human Resources,1,1722,3,Male,60,1,2,2,Married,6430,20794,No,19,3,2,80,10,3,3,1
40,No,Research & Development,8,Life Sciences,1,1724,2,Female,92,3,2,1,Married,6516,5041,Yes,16,3,2,80,18,3,1,0
24,No,Research & Development,29,Medical,1,1725,2,Male,91,3,1,1,Divorced,3907,3622,No,13,3,2,80,6,4,6,1
46,No,Research & Development,13,Life Sciences,1,1727,3,Male,34,3,2,2,Single,5562,9697,No,14,3,4,80,19,3,10,0
35,No,Research & Development,27,Life Sciences,1,1728,4,Male,49,3,2,3,Married,6883,5151,No,16,3,2,80,17,3,7,0
30,No,Research & Development,16,Life Sciences,1,1729,2,Male,33,3,1,4,Married,2862,3811,No,12,3,2,80,10,2,10,0
47,No,Sales,2,Marketing,1,1731,3,Male,87,3,2,2,Married,4978,3536,No,11,3,4,80,4,1,1,0
46,No,Sales,2,Life Sciences,1,1732,3,Male,74,3,3,4,Divorced,10368,5596,Yes,12,3,2,80,13,2,10,0
36,Yes,Sales,13,Marketing,1,1733,2,Male,96,2,2,1,Divorced,6134,8658,Yes,13,3,2,80,16,3,2,2
32,Yes,Sales,1,Life Sciences,1,1734,1,Male,34,1,2,2,Single,6735,12147,No,15,3,2,80,10,3,0,0
23,No,Research & Development,4,Medical,1,1735,3,Female,51,3,1,2,Single,3295,12862,No,13,3,3,80,3,1,3,1
31,No,Research & Development,24,Technical Degree,1,1736,4,Female,30,3,2,4,Single,5238,6670,No,20,4,4,80,9,2,5,1
39,No,Research & Development,1,Life Sciences,1,1737,4,Male,77,3,2,4,Married,6472,8989,Yes,15,3,4,80,9,3,9,5
32,No,Sales,19,Life Sciences,1,1739,4,Male,80,1,3,3,Married,9610,3840,No,13,3,3,80,10,1,4,0
40,No,Sales,7,Medical,1,1740,2,Male,88,3,5,2,Single,19833,4349,No,14,3,2,80,21,2,21,12
45,No,Human Resources,4,Life Sciences,1,1744,3,Female,56,1,3,3,Married,9756,6595,No,21,4,3,80,9,4,5,0
30,No,Research & Development,2,Technical Degree,1,1745,4,Female,78,2,1,1,Single,4968,26427,No,16,3,4,80,10,3,9,0
24,No,Human Resources,10,Medical,1,1746,1,Male,59,3,1,4,Married,2145,2097,No,14,3,4,80,3,3,2,2
30,Yes,Human Resources,8,Human Resources,1,1747,3,Female,66,2,1,4,Divorced,2180,9732,No,11,3,3,80,6,2,4,1
31,No,Sales,5,Technical Degree,1,1749,1,Male,51,3,2,3,Married,8346,20943,No,19,3,3,80,6,3,5,0
27,No,Research & Development,8,Medical,1,1751,3,Female,67,3,1,4,Single,3445,6152,No,11,3,3,80,6,2,6,1
29,Yes,Sales,9,Marketing,1,1752,2,Female,52,1,1,2,Single,2760,14630,No,13,3,3,80,2,3,2,2
29,No,Research & Development,1,Life Sciences,1,1753,4,Male,70,4,2,3,Single,6294,23060,Yes,12,3,4,80,10,4,3,0
30,No,Sales,15,Marketing,1,1754,3,Male,94,2,3,1,Divorced,7140,3088,No,11,3,1,80,12,3,7,1
34,No,Research & Development,2,Medical,1,1755,4,Male,97,4,1,4,Married,2932,5586,Yes,14,3,1,80,6,3,5,1
33,No,Sales,2,Marketing,1,1756,4,Female,62,3,2,2,Single,5147,10697,No,15,3,4,80,13,2,11,1
49,No,Sales,11,Marketing,1,1757,4,Female,80,3,2,4,Single,4507,8191,No,12,3,3,80,8,4,5,0
33,Yes,Sales,16,Life Sciences,1,1758,1,Female,74,3,3,1,Single,8564,10092,Yes,20,4,3,80,11,2,0,0
38,No,Research & Development,2,Medical,1,1760,3,Female,75,2,1,2,Married,2468,15963,No,14,3,2,80,9,2,6,0
31,Yes,Sales,16,Marketing,1,1761,1,Male,70,3,3,3,Married,8161,19002,No,13,3,1,80,10,3,1,0
29,No,Research & Development,4,Technical Degree,1,1762,4,Female,91,2,1,1,Divorced,2109,10007,No,13,3,3,80,1,3,1,0
30,No,Research & Development,16,Life Sciences,1,1763,3,Male,58,4,2,3,Married,5294,9128,No,16,3,3,80,10,3,7,1
32,No,Research & Development,5,Technical Degree,1,1764,2,Male,65,3,1,2,Single,2718,17674,No,14,3,2,80,12,3,7,0
38,No,Research & Development,18,Medical,1,1766,2,Male,60,1,2,4,Married,5811,24539,Yes,16,3,3,80,15,3,1,1
43,Yes,Research & Development,17,Technical Degree,1,1767,3,Male,38,2,1,3,Married,2437,15587,Yes,16,3,4,80,6,3,1,0
42,No,Research & Development,12,Medical,1,1768,2,Male,57,3,1,2,Divorced,2766,8952,No,22,4,2,80,7,2,5,0
55,No,Research & Development,2,Medical,1,1770,3,Male,60,2,5,1,Married,19038,19805,No,12,3,2,80,34,3,1,0
33,No,Research & Development,4,Technical Degree,1,1771,4,Male,90,3,2,2,Divorced,3055,6194,No,15,3,4,80,11,2,9,1
41,No,Research & Development,9,Life Sciences,1,1772,3,Male,94,3,1,1,Divorced,2289,20520,No,20,4,2,80,5,3,5,0
34,No,Sales,10,Life Sciences,1,1774,4,Male,87,3,2,3,Divorced,4001,12313,Yes,14,3,3,80,15,3,15,0
53,No,Research & Development,1,Medical,1,1775,1,Female,60,2,4,3,Married,12965,22308,Yes,20,4,4,80,27,2,3,0
43,No,Human Resources,2,Life Sciences,1,1778,2,Male,97,3,1,4,Single,3539,5033,No,13,3,2,80,10,3,9,1
34,No,Sales,3,Life Sciences,1,1779,4,Female,32,1,2,4,Single,6029,25353,No,12,3,1,80,6,3,2,2
21,Yes,Sales,7,Marketing,1,1780,2,Male,31,3,1,2,Single,2679,4567,No,13,3,2,80,1,3,1,1
38,No,Research & Development,6,Other,1,1782,4,Female,40,2,1,3,Married,3702,16376,No,11,3,2,80,5,3,5,0
22,Yes,Research & Development,8,Medical,1,1783,3,Female,79,3,1,1,Married,2398,15999,Yes,17,3,3,80,1,3,1,0
31,No,Sales,29,Marketing,1,1784,1,Female,91,2,2,4,Married,5468,13402,No,14,3,1,80,13,3,12,5
51,No,Research & Development,3,Technical Degree,1,1786,1,Female,53,3,3,3,Married,13116,22984,No,11,3,4,80,15,3,2,2
37,No,Sales,9,Marketing,1,1787,2,Male,46,2,2,2,Married,4189,8800,No,14,3,1,80,5,3,5,0
46,No,Research & Development,2,Medical,1,1789,3,Male,46,3,5,4,Divorced,19328,14218,Yes,17,3,3,80,24,3,2,2
36,No,Research & Development,10,Life Sciences,1,1790,4,Male,90,3,3,1,Married,8321,25949,Yes,13,3,4,80,15,3,12,5
44,Yes,Research & Development,1,Medical,1,1792,3,Male,99,3,1,2,Divorced,2342,11092,Yes,12,3,3,80,6,2,5,2
37,No,Human Resources,8,Other,1,1794,3,Male,89,3,2,2,Divorced,4071,12832,No,13,3,3,80,19,2,10,4
35,Yes,Sales,27,Life Sciences,1,1797,3,Male,84,3,2,4,Single,5813,13492,Yes,18,3,4,80,10,3,10,7
33,No,Research & Development,8,Life Sciences,1,1798,4,Male,90,4,1,1,Married,3143,6076,No,19,3,2,80,14,3,10,7
28,No,Research & Development,1,Life Sciences,1,1799,3,Male,82,3,1,4,Married,2044,5531,No,11,3,3,80,5,4,5,0
39,No,Research & Development,10,Medical,1,1800,3,Male,65,3,3,3,Single,13464,7914,No,21,4,3,80,9,3,4,2
46,No,Sales,26,Life Sciences,1,1801,2,Male,98,2,2,2,Single,7991,25166,No,15,3,3,80,6,3,2,2
40,No,Research & Development,2,Life Sciences,1,1802,3,Female,99,3,1,1,Married,3377,25605,No,17,3,4,80,7,2,4,0
42,No,Research & Development,13,Medical,1,1803,2,Male,95,4,2,1,Married,5538,5696,No,18,3,3,80,10,2,0,0
35,No,Research & Development,2,Medical,1,1804,2,Male,90,3,2,4,Divorced,5762,24442,No,14,3,3,80,15,3,7,1
38,No,Human Resources,2,Human Resources,1,1805,1,Male,100,3,1,2,Divorced,2592,7129,No,13,3,4,80,13,3,11,3
34,Yes,Research & Development,9,Life Sciences,1,1807,4,Male,93,3,2,1,Married,5346,6208,No,17,3,3,80,11,2,7,0
37,Yes,Research & Development,10,Medical,1,1809,4,Male,58,3,2,1,Single,4213,4992,No,15,3,2,80,10,1,10,0
39,No,Sales,20,Life Sciences,1,1812,3,Male,83,3,2,4,Divorced,4127,19188,No,18,3,4,80,7,3,2,2
43,No,Research & Development,9,Life Sciences,1,1813,1,Male,52,3,1,3,Single,2438,24978,No,13,3,3,80,7,2,3,1
41,No,Research & Development,5,Life Sciences,1,1814,2,Male,85,4,2,2,Single,6870,15530,No,12,3,1,80,11,1,3,1
41,No,Sales,4,Marketing,1,1815,3,Female,81,3,3,3,Divorced,10447,26458,Yes,13,3,4,80,23,4,22,13
30,No,Research & Development,10,Medical,1,1816,1,Female,64,3,3,3,Single,9667,2739,No,14,3,2,80,9,3,7,0
26,Yes,Human Resources,20,Medical,1,1818,4,Female,69,3,1,2,Married,2148,6889,Yes,11,3,3,80,6,3,5,1
46,Yes,Research & Development,21,Medical,1,1821,4,Female,66,3,2,2,Married,8926,10842,No,22,4,4,80,13,4,9,3
40,No,Research & Development,1,Life Sciences,1,1822,3,Female,52,3,2,4,Divorced,6513,9060,No,17,3,4,80,12,3,5,0
34,No,Sales,8,Technical Degree,1,1823,2,Male,92,4,2,3,Married,6799,22128,No,21,4,3,80,10,3,10,4
58,No,Sales,2,Medical,1,1824,2,Male,52,3,4,2,Divorced,16291,22577,No,22,4,4,80,37,2,16,14
35,No,Research & Development,23,Medical,1,1826,2,Male,91,1,1,3,Married,2705,9696,No,16,3,2,80,6,4,5,0
47,No,Research & Development,4,Life Sciences,1,1827,3,Female,92,2,3,2,Divorced,10333,19271,Yes,12,3,3,80,28,3,22,14
40,No,Research & Development,12,Life Sciences,1,1829,2,Female,47,3,2,1,Divorced,4448,10748,No,12,3,2,80,15,3,7,7
54,No,Research & Development,7,Medical,1,1830,4,Female,68,3,2,4,Married,6854,15696,No,15,3,2,80,14,2,7,1
31,No,Sales,7,Marketing,1,1833,1,Female,68,3,3,1,Married,9637,8277,No,14,3,4,80,9,3,3,2
28,No,Research & Development,1,Medical,1,1834,3,Female,67,3,1,1,Married,3591,12719,No,25,4,3,80,3,3,3,1
38,No,Sales,2,Marketing,1,1835,2,Female,77,1,2,4,Married,5405,4244,Yes,20,4,1,80,20,2,4,0
26,No,Sales,10,Medical,1,1836,3,Male,46,3,2,4,Single,4684,9125,No,13,3,1,80,5,3,5,1
58,No,Research & Development,15,Life Sciences,1,1837,1,Male,87,3,4,3,Married,15787,21624,Yes,14,3,2,80,23,3,2,2
18,No,Research & Development,14,Medical,1,1839,2,Female,33,3,1,3,Single,1514,8018,No,16,3,3,80,0,1,0,0
31,Yes,Human Resources,18,Human Resources,1,1842,4,Male,89,4,1,1,Married,2956,21495,No,17,3,3,80,2,3,1,0
29,Yes,Human Resources,13,Human Resources,1,1844,1,Male,56,2,1,1,Divorced,2335,3157,Yes,15,3,4,80,4,3,2,2
45,No,Sales,2,Life Sciences,1,1845,3,Female,67,3,2,3,Married,5154,19665,No,22,4,2,80,10,4,8,5
36,No,Research & Development,2,Other,1,1847,4,Female,73,3,2,2,Married,6962,19573,Yes,22,4,4,80,15,3,1,0
